Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Volkswagen,Passat,2011,Universal,198000.0,1400.0,Petrol,Manual,7999.0,10,19800.0
BMW,5 Series,2006,Sedan,196000.0,2500.0,Metan/Propan,Automatic,9999.0,15,13066.666666666666
BMW,5 Series,2004,Sedan,325000.0,3000.0,Diesel,Automatic,9900.0,17,19117.647058823528
Hyundai,Santa FE,2015,Crossover,150000.0,2200.0,Diesel,Automatic,19700.0,6,25000.0
Chevrolet,Rezzo,2004,Hatchback,158888.0,1600.0,Metan/Propan,Manual,1750.0,17,9346.35294117647
KIA,Cerato,2006,Hatchback,214567.0,1500.0,Diesel,Manual,2300.0,15,14304.466666666667
Hyundai,Santa FE,2008,Crossover,123456.0,2200.0,Diesel,Manual,6300.0,13,9496.615384615385
Renault,Modus,2011,Hatchback,158888.0,1500.0,Diesel,Manual,3100.0,10,15888.8
Volkswagen,Touareg,2013,SUV,144000.0,3000.0,Diesel,Automatic,14999.0,8,18000.0
Volkswagen,Passat,2008,Hatchback,165000.0,1400.0,Petrol,Manual,5600.0,13,12692.307692307691
Nissan,Qashqai,2011,Crossover,197000.0,1468.0,Diesel,Manual,8100.0,10,19700.0
Toyota,Corolla,2003,Sedan,270000.0,1400.0,Metan/Propan,Manual,4300.0,18,15000.0
Volkswagen,Tiguan,2009,SUV,156000.0,200.0,Petrol,Automatic,10500.0,12,13000.0
Vaz,2121niva,1988,Crossover,250000.0,1600.0,Petrol,Manual,2999.0,33,7575.757575757576
Volkswagen,Jetta,2017,Sedan,125423.0,1400.0,Petrol,Manual,8300.0,4,31355.75
Seat,Ibiza,2004,Coupe,244346.0,1400.0,Petrol,Manual,750.0,17,14373.29411764706
Renault,Grand Scenic,2006,Universal,229000.0,1500.0,Diesel,Manual,5300.0,15,15266.666666666666
Nissan,Almera Tino,2001,Minivan,240000.0,1800.0,Petrol,Manual,2800.0,20,12000.0
Ford,F-150,2016,Pickup,55000.0,5000.0,Petrol,Automatic,26000.0,5,11000.0
Audi,Allroad,2001,Universal,220000.0,2500.0,Diesel,Manual,6000.0,20,11000.0
Opel,Astra,2013,Universal,145000.0,1686.0,Diesel,Manual,8300.0,8,18125.0
Opel,Astra,2013,Universal,140000.0,1686.0,Diesel,Manual,8300.0,8,17500.0
Opel,Vectra,1993,Hatchback,321000.0,200.0,Petrol,Manual,1050.0,28,11464.285714285714
Audi,A4,2001,Universal,330000.0,1900.0,Diesel,Manual,2600.0,20,16500.0
BMW,7 Series,2003,Sedan,360000.0,2993.0,Diesel,Automatic,7550.0,18,20000.0
Ford,Mondeo,1995,Universal,196838.0,1800.0,Petrol,Manual,800.0,26,7570.692307692308
Opel,Astra,2008,Universal,261000.0,1300.0,Diesel,Manual,4399.0,13,20076.923076923078
Peugeot,207,2010,Hatchback,222500.0,1400.0,Diesel,Manual,2900.0,11,20227.272727272728
Opel,Combo,1998,Minivan,11111.0,1700.0,Diesel,Manual,1300.0,23,483.0869565217391
Mitsubishi,Galant,1997,Sedan,368681.0,1997.0,Metan/Propan,Manual,2700.0,24,15361.708333333334
Renault,Megane,2017,Universal,22500.0,1200.0,Petrol,Manual,7550.0,4,5625.0
BMW,5 Series,2000,Sedan,300000.0,3000.0,Diesel,Automatic,3300.0,21,14285.714285714286
Opel,Vectra,1992,Sedan,377016.0,2000.0,Petrol,Manual,800.0,29,13000.551724137931
Opel,Vectra,2005,Universal,210000.0,1900.0,Diesel,Manual,4199.0,16,13125.0
Hyundai,Altele,1997,Universal,300000.0,2500.0,Diesel,Manual,2000.0,24,12500.0
Toyota,C-HR,2017,Crossover,99800.0,1798.0,Hybrid,Automatic,18400.0,4,24950.0
Honda,CR-V,2015,Crossover,114000.0,1600.0,Diesel,Automatic,19599.0,6,19000.0
Opel,Astra,2004,Universal,240000.0,1700.0,Diesel,Manual,2200.0,17,14117.64705882353
BMW,5 Series,2010,Sedan,298000.0,3000.0,Diesel,Automatic,10500.0,11,27090.909090909092
Toyota,Avalon,2013,Sedan,185000.0,2499.0,Hybrid,Automatic,13999.0,8,23125.0
Nissan,Sunny,1994,Hatchback,257000.0,1400.0,Petrol,Manual,400.0,27,9518.518518518518
Skoda,Fabia,2011,Microvan,184800.0,1200.0,Diesel,Manual,5300.0,10,18480.0
Skoda,Octavia,2004,Sedan,220000.0,1400.0,Petrol,Manual,3700.0,17,12941.176470588236
Renault,Megane,2011,Universal,140000.0,1400.0,Petrol,Manual,5990.0,10,14000.0
Audi,Q5,2012,Sedan,170000.0,200.0,Petrol,Automatic,14500.0,9,18888.88888888889
Skoda,Fabia,2012,Universal,165000.0,1200.0,Diesel,Manual,5200.0,9,18333.333333333332
Volkswagen,Transporter,1991,Minivan,11111.0,1900.0,Diesel,Manual,1300.0,30,370.3666666666667
Volvo,XC90,2011,Roadster,144000.0,2400.0,Diesel,Automatic,18500.0,10,14400.0
BMW,X5,2014,SUV,186000.0,2000.0,Diesel,Automatic,25500.0,7,26571.428571428572
Lexus,RX Series,2011,SUV,242000.0,3500.0,Hybrid,Automatic,20200.0,10,24200.0
Audi,Q7,2012,SUV,170000.0,3000.0,Diesel,Automatic,28900.0,9,18888.88888888889
Ford,Sierra,1988,Universal,91200.0,1954.0,Petrol,Manual,450.0,33,2763.6363636363635
Audi,A4,1996,Hatchback,250000.0,1800.0,Petrol,Manual,2150.0,25,10000.0
Peugeot,307,2008,Hatchback,102850.0,1600.0,Metan/Propan,Automatic,7777.0,13,7911.538461538462
Volkswagen,Golf,2013,Hatchback,215000.0,1400.0,Petrol,Automatic,9350.0,8,26875.0
Vaz,2107,1990,Sedan,76691.0,1450.0,Petrol,Manual,11500.0,31,2473.9032258064517
Volkswagen,Passat,2006,Universal,231584.0,1600.0,Petrol,Automatic,4800.0,15,15438.933333333332
Audi,Q5,2010,Crossover,180000.0,3200.0,Petrol,Automatic,12500.0,11,16363.636363636364
Volkswagen,Golf,2011,Hatchback,185200.0,1400.0,Petrol,Manual,5700.0,10,18520.0
Volkswagen,Passat,2017,Sedan,77000.0,1800.0,Petrol,Automatic,9800.0,4,19250.0
Dacia,Lodgy,2012,Minivan,194000.0,1500.0,Diesel,Manual,6500.0,9,21555.555555555555
Dacia,Logan,2015,Sedan,165000.0,1200.0,Metan/Propan,Manual,2450.0,6,27500.0
Ford,Galaxy,2006,Minivan,190000.0,1800.0,Petrol,Manual,3700.0,15,12666.666666666666
Hyundai,Sonata,2012,Sedan,120000.0,2000.0,Petrol,Automatic,6000.0,9,13333.333333333334
Peugeot,Partner,2007,Universal,120000.0,1400.0,Petrol,Manual,2000.0,14,8571.42857142857
Lexus,GS Series,2001,Sedan,268000.0,3000.0,Metan/Propan,Automatic,4999.0,20,13400.0
Renault,Megane,2012,Universal,178000.0,1499.0,Diesel,Manual,5999.0,9,19777.777777777777
Opel,Astra,1994,Hatchback,200000.0,1400.0,Petrol,Manual,400.0,27,7407.407407407408
Skoda,Superb,2016,Sedan,162849.0,2000.0,Diesel,Automatic,14999.0,5,32569.8
Vaz,2101,1973,Sedan,139000.0,1200.0,Petrol,Manual,4500.0,48,2895.8333333333335
Renault,Kadjar,2016,Crossover,150001.0,1500.0,Diesel,Manual,12900.0,5,30000.2
Dacia,Logan Mcv,2014,Universal,100600.0,1149.0,Metan/Propan,Manual,6500.0,7,14371.42857142857
Renault,Grand Scenic,2012,Minivan,290000.0,1500.0,Diesel,Automatic,6400.0,9,32222.222222222223
Toyota,Aygo,2005,Hatchback,172000.0,1000.0,Metan/Propan,Manual,3000.0,16,10750.0
Renault,Kadjar,2015,Crossover,111058.0,1500.0,Diesel,Manual,12650.0,6,18509.666666666668
Volkswagen,Transporter,1993,Minivan,111111.0,1900.0,Diesel,Manual,2600.0,28,3968.25
Seat,Altea XL,2012,Minivan,135000.0,1400.0,Petrol,Manual,6200.0,9,15000.0
Skoda,Fabia,2009,Hatchback,200000.0,1200.0,Petrol,Manual,3400.0,12,16666.666666666668
Volvo,XC90,2018,Crossover,58550.0,2000.0,Petrol,Automatic,30000.0,3,19516.666666666668
Nissan,Navara,2008,Pickup,220000.0,2500.0,Diesel,Manual,6700.0,13,16923.076923076922
Renault,Scenic,2004,Minivan,250000.0,1500.0,Diesel,Manual,1050.0,17,14705.882352941177
BMW,X5,2008,SUV,265000.0,3000.0,Diesel,Automatic,9700.0,13,20384.615384615383
Audi,A6,2013,Universal,240000.0,2000.0,Diesel,Automatic,15500.0,8,30000.0
Dacia,Duster,2016,Pickup,110000.0,1500.0,Diesel,Manual,10000.0,5,22000.0
Toyota,Rav 4,2003,SUV,280000.0,2000.0,Diesel,Manual,4699.0,18,15555.555555555555
Skoda,Superb,2008,Sedan,230000.0,1400.0,Petrol,Manual,7800.0,13,17692.30769230769
BMW,X6,2011,SUV,158000.0,3000.0,Petrol,Automatic,21000.0,10,15800.0
Other,Town Car,1988,Sedan,50000.0,5000.0,Petrol,Automatic,3000.0,33,1515.1515151515152
Volkswagen,Fox,2007,Hatchback,270000.0,1422.0,Diesel,Manual,2399.0,14,19285.714285714286
Ford,Fiesta,2008,Hatchback,163000.0,1400.0,Diesel,Manual,2599.0,13,12538.461538461539
Hyundai,Tucson,2014,Crossover,123000.0,2000.0,Diesel,Automatic,9599.0,7,17571.428571428572
Audi,A6,2010,Sedan,190000.0,2000.0,Diesel,Automatic,7499.0,11,17272.727272727272
BMW,3 Series,1997,Sedan,190000.0,1800.0,Petrol,Manual,1850.0,24,7916.666666666667
Honda,Accord,1998,Sedan,123000.0,2000.0,Petrol,Manual,1300.0,23,5347.826086956522
Mercedes,C Class,2007,Sedan,190000.0,2200.0,Diesel,Manual,4500.0,14,13571.42857142857
Mazda,2,2008,Hatchback,187000.0,1400.0,Diesel,Manual,2700.0,13,14384.615384615385
Other,Sirion,2007,Hatchback,102000.0,1299.0,Petrol,Manual,3600.0,14,7285.714285714285
Mazda,626,1992,Hatchback,280000.0,1780.0,Petrol,Manual,500.0,29,9655.172413793103
Ford,Kuga,2017,Crossover,121000.0,1500.0,Diesel,Manual,13990.0,4,30250.0
Ford,Kuga,2017,Crossover,134000.0,1500.0,Diesel,Automatic,15350.0,4,33500.0
Renault,Megane,2006,Universal,186000.0,1500.0,Diesel,Manual,3750.0,15,12400.0
Ford,Kuga,2017,Crossover,119000.0,1500.0,Diesel,Manual,13990.0,4,29750.0
Ford,Kuga,2017,Crossover,149000.0,1500.0,Diesel,Automatic,14990.0,4,37250.0
Nissan,Primera,1993,Sedan,300000.0,2000.0,Petrol,Manual,2500.0,28,10714.285714285714
Opel,Astra,2008,Universal,150000.0,1300.0,Diesel,Manual,4200.0,13,11538.461538461539
Mercedes,M Class,2008,SUV,300060.0,3000.0,Diesel,Automatic,7777.0,13,23081.53846153846
Hyundai,Getz,2005,Hatchback,20010.0,1500.0,Diesel,Manual,2790.0,16,1250.625
Renault,Laguna,2009,Universal,170000.0,1500.0,Diesel,Manual,2250.0,12,14166.666666666666
Opel,Zafira,2009,Minivan,200500.0,1600.0,Metan/Propan,Manual,6450.0,12,16708.333333333332
BMW,5 Series,1999,Sedan,350000.0,2000.0,Petrol,Manual,4250.0,22,15909.09090909091
BMW,7 Series,2004,Sedan,260000.0,3000.0,Diesel,Automatic,10500.0,17,15294.117647058823
Opel,Combo,2006,Minivan,200000.0,1300.0,Diesel,Manual,2500.0,15,13333.333333333334
Opel,Astra,2010,Universal,193000.0,1900.0,Diesel,Automatic,2999.0,11,17545.454545454544
Mitsubishi,Colt,1996,Hatchback,300000.0,1300.0,Petrol,Manual,1150.0,25,12000.0
Opel,Zafira,2002,Minivan,250000.0,1798.0,Petrol,Manual,3500.0,19,13157.894736842105
Toyota,Avensis Verso,2002,Minivan,288000.0,2000.0,Diesel,Manual,3900.0,19,15157.894736842105
Renault,Captur,2014,Crossover,146000.0,1461.0,Diesel,Automatic,9199.0,7,20857.14285714286
Ford,Fusion,2018,Sedan,75000.0,1500.0,Petrol,Automatic,13900.0,3,25000.0
Renault,Grand Scenic,2013,Universal,198000.0,1461.0,Diesel,Manual,6800.0,8,24750.0
Toyota,Yaris,2006,Hatchback,201200.0,1396.0,Diesel,Manual,4500.0,15,13413.333333333334
Porsche,Cayenne,2010,Crossover,210000.0,3000.0,Diesel,Automatic,26900.0,11,19090.909090909092
Mitsubishi,Pajero,2001,SUV,290000.0,3500.0,Petrol,Automatic,6350.0,20,14500.0
Ford,Fusion,2013,Sedan,210795.0,2000.0,Plug-in Hybrid,Automatic,10999.0,8,26349.375
BMW,5 Series,2015,Sedan,110000.0,2000.0,Petrol,Automatic,16999.0,6,18333.333333333332
Volvo,S80,2006,Sedan,259237.0,2400.0,Diesel,Automatic,6000.0,15,17282.466666666667
Volkswagen,Passat,2009,Universal,299000.0,1400.0,Metan/Propan,Manual,4997.0,12,24916.666666666668
Renault,Megane,2005,Sedan,240000.0,1400.0,Petrol,Manual,2400.0,16,15000.0
Audi,A6,2010,Sedan,255000.0,2700.0,Diesel,Automatic,7200.0,11,23181.81818181818
Audi,A6,2013,Sedan,146600.0,2000.0,Petrol,Automatic,15500.0,8,18325.0
BMW,5 Series,2013,Sedan,197000.0,200.0,Diesel,Automatic,21500.0,8,24625.0
Renault,Grand Scenic,2011,Minivan,189000.0,1500.0,Diesel,Manual,6300.0,10,18900.0
Dacia,Sandero,2011,Hatchback,152000.0,1200.0,Petrol,Manual,3999.0,10,15200.0
BMW,7 Series,1998,Sedan,438000.0,2800.0,Petrol,Automatic,5800.0,23,19043.478260869564
Opel,Meriva,2010,Minivan,215300.0,1300.0,Diesel,Manual,5200.0,11,19572.727272727272
Mitsubishi,Space Star,1999,Minivan,235000.0,1300.0,Petrol,Manual,1370.0,22,10681.818181818182
Skoda,Superb,2013,Universal,190000.0,1800.0,Petrol,Automatic,10999.0,8,23750.0
BMW,3 Series,1993,Sedan,255000.0,1600.0,Petrol,Manual,1800.0,28,9107.142857142857
KIA,Sportage,2017,Crossover,51000.0,2000.0,Petrol,Automatic,14500.0,4,12750.0
Skoda,Fabia,2019,Universal,45000.0,999.0,Petrol,Manual,7800.0,2,22500.0
Toyota,Avalon,2013,Sedan,240000.0,2500.0,Hybrid,Automatic,14600.0,8,30000.0
BMW,X4,2015,Crossover,108000.0,1986.0,Petrol,Automatic,24500.0,6,18000.0
Renault,Scenic,2006,Hatchback,227000.0,1500.0,Diesel,Manual,3600.0,15,15133.333333333334
Renault,Scenic,2004,Hatchback,210450.0,1500.0,Diesel,Manual,2600.0,17,12379.411764705883
Opel,Astra,2007,Universal,280000.0,1600.0,Metan/Propan,Manual,3800.0,14,20000.0
Mazda,626,1996,Hatchback,189000.0,1600.0,Petrol,Manual,750.0,25,7560.0
Mazda,3,2006,Sedan,145000.0,1600.0,Petrol,Manual,3000.0,15,9666.666666666666
Mercedes,C Class,1999,Sedan,343000.0,1800.0,Petrol,Manual,3100.0,22,15590.90909090909
Mazda,626,2001,Sedan,146000.0,1800.0,Petrol,Automatic,1300.0,20,7300.0
Mercedes,E Class,2010,Sedan,333000.0,2197.0,Diesel,Manual,10900.0,11,30272.727272727272
Lexus,UX,2019,Crossover,24000.0,2000.0,Hybrid,Automatic,26999.0,2,12000.0
Skoda,Roomster,2005,Universal,132000.0,1400.0,Petrol,Manual,2550.0,16,8250.0
BMW,X3,2015,SUV,133000.0,1995.0,Diesel,Automatic,22900.0,6,22166.666666666668
BMW,7 Series,2001,Sedan,11111.0,3000.0,Diesel,Automatic,1350.0,20,555.55
Peugeot,407,2007,Sedan,220000.0,2200.0,Petrol,Automatic,3000.0,14,15714.285714285714
Mazda,Premacy,2002,Universal,280000.0,1800.0,Metan/Propan,Manual,3300.0,19,14736.842105263158
Skoda,Superb,2006,Sedan,200000.0,1900.0,Diesel,Manual,3800.0,15,13333.333333333334
Dacia,Logan Mcv,2017,Universal,1111.0,900.0,Metan/Propan,Manual,2400.0,4,277.75
Toyota,Camry,2012,Sedan,160000.0,2500.0,Petrol,Automatic,12900.0,9,17777.777777777777
Lexus,RX Series,2010,SUV,130000.0,3000.0,Hybrid,Automatic,14500.0,11,11818.181818181818
Volkswagen,Amarok,2012,SUV,110000.0,2500.0,Diesel,Manual,11000.0,9,12222.222222222223
Renault,Kangoo,2009,Minivan,150000.0,1500.0,Diesel,Manual,3500.0,12,12500.0
Renault,Grand Scenic,2011,Minivan,240000.0,1500.0,Diesel,Manual,5699.0,10,24000.0
Ford,Orion,1993,Sedan,87650.0,1300.0,Petrol,Manual,700.0,28,3130.3571428571427
Toyota,Avensis,1999,Sedan,371000.0,1600.0,Metan/Propan,Manual,4950.0,22,16863.636363636364
Fiat,500,2015,Coupe,90000.0,1400.0,Petrol,Automatic,7200.0,6,15000.0
Other,500,2015,Coupe,90000.0,1400.0,Petrol,Automatic,7200.0,6,15000.0
Volkswagen,Passat,1993,Sedan,242761.0,1800.0,Petrol,Manual,1100.0,28,8670.035714285714
Volkswagen,Caddy,2011,Universal,123000.0,1600.0,Diesel,Manual,3700.0,10,12300.0
Citroen,C4,2016,Hatchback,12000.0,1400.0,Diesel,Manual,4900.0,5,2400.0
Volkswagen,Bora,2004,Sedan,132500.0,2000.0,Petrol,Manual,1500.0,17,7794.117647058823
Toyota,Avensis,2009,Sedan,145000.0,1800.0,Petrol,Manual,5200.0,12,12083.333333333334
Renault,Megane,2016,Universal,144200.0,1500.0,Diesel,Manual,9250.0,5,28840.0
Audi,A4,2007,Universal,19000.0,200.0,Diesel,Manual,3800.0,14,1357.142857142857
Seat,Ibiza,2004,Hatchback,123000.0,1400.0,Petrol,Manual,2000.0,17,7235.294117647059
Hyundai,Santa FE,2015,SUV,120000.0,2200.0,Diesel,Automatic,15000.0,6,20000.0
Volkswagen,Passat,2013,Sedan,123000.0,1800.0,Petrol,Automatic,6200.0,8,15375.0
Volvo,XC90,2011,SUV,180000.0,2400.0,Diesel,Manual,11300.0,10,18000.0
Volkswagen,Jetta,2016,Sedan,12000.0,2000.0,Petrol,Automatic,6700.0,5,2400.0
Peugeot,207,2008,Universal,75000.0,1400.0,Petrol,Manual,2600.0,13,5769.2307692307695
Land Rover,Freelander,2006,Crossover,223000.0,2000.0,Diesel,Manual,3600.0,15,14866.666666666666
Opel,Insignia,2012,Universal,170000.0,1400.0,Metan/Propan,Manual,8200.0,9,18888.88888888889
Renault,Scenic,2004,Hatchback,210300.0,1500.0,Diesel,Manual,2400.0,17,12370.588235294117
Mazda,5,2005,Minivan,180100.0,2000.0,Petrol,Manual,4800.0,16,11256.25
Dacia,Duster,2013,SUV,130000.0,1461.0,Diesel,Manual,7800.0,8,16250.0
Toyota,Corolla Verso,2007,Minivan,135000.0,2000.0,Diesel,Automatic,4800.0,14,9642.857142857143
Toyota,Auris,2013,Hatchback,99000.0,1400.0,Diesel,Manual,8200.0,8,12375.0
Toyota,Avensis,2005,Sedan,300000.0,1800.0,Petrol,Manual,5000.0,16,18750.0
BMW,3 Series,2015,Sedan,120000.0,2000.0,Petrol,Automatic,11700.0,6,20000.0
Volvo,XC60,2017,SUV,140000.0,2400.0,Diesel,Automatic,24350.0,4,35000.0
Mercedes,Viano,2004,Minivan,288000.0,2200.0,Diesel,Automatic,8600.0,17,16941.176470588234
Mercedes,C Class,2005,Sedan,270000.0,1800.0,Petrol,Automatic,6000.0,16,16875.0
Audi,A6,2005,Sedan,294657.0,3000.0,Diesel,Automatic,9700.0,16,18416.0625
Volkswagen,Sharan,2012,Minivan,100800.0,1396.0,Petrol,Automatic,13200.0,9,11200.0
Volkswagen,Amarok,2017,Pickup,100000.0,2998.0,Diesel,Automatic,31500.0,4,25000.0
Volvo,XC60,2012,Crossover,170000.0,2400.0,Diesel,Automatic,17500.0,9,18888.88888888889
Mercedes,M Class,2008,SUV,256854.0,3200.0,Diesel,Automatic,6999.0,13,19758.0
Audi,A6,2012,Sedan,214000.0,2800.0,Petrol,Automatic,13800.0,9,23777.777777777777
Honda,CR-V,2018,SUV,33000.0,1500.0,Petrol,Automatic,17800.0,3,11000.0
BMW,X3,2014,SUV,190000.0,200.0,Diesel,Automatic,20000.0,7,27142.85714285714
Other,Freema,2008,Minivan,123000.0,1800.0,Petrol,Automatic,2800.0,13,9461.538461538461
Volkswagen,Jetta,2013,Sedan,250000.0,1400.0,Hybrid,Automatic,7300.0,8,31250.0
Toyota,Rav 4,2007,Crossover,136000.0,2200.0,Diesel,Manual,5900.0,14,9714.285714285714
Nissan,X-Trail,2017,Crossover,21000.0,1600.0,Diesel,Manual,10500.0,4,5250.0
Ford,Fusion,2013,Sedan,129000.0,1499.0,Petrol,Automatic,8299.0,8,16125.0
Toyota,Auris,2008,Hatchback,240000.0,1400.0,Diesel,Manual,5100.0,13,18461.53846153846
Mercedes,E Class,2016,Sedan,96000.0,1950.0,Diesel,Automatic,37900.0,5,19200.0
Vaz,2107,2010,Sedan,54500.0,1600.0,Petrol,Manual,2600.0,11,4954.545454545455
BMW,X5,2008,SUV,140000.0,3000.0,Diesel,Automatic,10000.0,13,10769.23076923077
Toyota,Auris,2016,Universal,200000.0,1400.0,Diesel,Manual,9200.0,5,40000.0
Fiat,Panda,2005,Hatchback,190000.0,1108.0,Petrol,Manual,2500.0,16,11875.0
Mitsubishi,ASX,2011,SUV,190000.0,2000.0,Petrol,Automatic,8400.0,10,19000.0
BMW,7 Series,2004,Sedan,20000.0,3500.0,Metan/Propan,Automatic,6750.0,17,1176.4705882352941
Skoda,Superb,2011,Sedan,106400.0,1400.0,Petrol,Manual,8000.0,10,10640.0
Opel,Insignia,2012,Sedan,95500.0,2000.0,Diesel,Automatic,10900.0,9,10611.111111111111
Renault,Grand Scenic,2010,Universal,205000.0,1300.0,Diesel,Automatic,5500.0,11,18636.363636363636
Chrysler,PT Cruiser,2001,Universal,190000.0,2000.0,Metan/Propan,Automatic,3700.0,20,9500.0
Renault,Scenic,2010,Hatchback,210635.0,1500.0,Diesel,Manual,5700.0,11,19148.636363636364
Renault,Scenic,2010,Minivan,223215.0,1500.0,Diesel,Manual,5650.0,11,20292.272727272728
Toyota,iQ,2012,Hatchback,85000.0,1000.0,Petrol,Automatic,2900.0,9,9444.444444444445
Hyundai,Atos,1997,Hatchback,123000.0,1000.0,Petrol,Manual,999.0,24,5125.0
Opel,Zafira,2004,Minivan,121000.0,1700.0,Diesel,Manual,2200.0,17,7117.64705882353
Toyota,Prius +,2012,Universal,74000.0,1800.0,Hybrid,Automatic,6300.0,9,8222.222222222223
Mitsubishi,Outlander,2013,Crossover,25000.0,2000.0,Plug-in Hybrid,Automatic,8800.0,8,3125.0
Toyota,Auris,2007,Hatchback,189000.0,1600.0,Petrol,Automatic,4200.0,14,13500.0
Citroen,Berlingo,2007,Universal,123500.0,1400.0,Petrol,Manual,1900.0,14,8821.42857142857
Nissan,Juke,2011,Crossover,16500.0,1500.0,Diesel,Manual,7900.0,10,1650.0
Skoda,Fabia,2016,Universal,122000.0,1400.0,Diesel,Manual,6599.0,5,24400.0
Audi,100,1990,Sedan,130000.0,2300.0,Petrol,Manual,2200.0,31,4193.548387096775
Renault,Scenic,2010,Minivan,231601.0,1500.0,Diesel,Manual,5800.0,11,21054.636363636364
KIA,Sorento,2007,SUV,110000.0,2500.0,Diesel,Automatic,13000.0,14,7857.142857142857
Volkswagen,Caddy,2017,Minivan,136000.0,2000.0,Diesel,Manual,9800.0,4,34000.0
Volkswagen,Golf,2008,Universal,225000.0,1600.0,Metan/Propan,Manual,5300.0,13,17307.69230769231
Mercedes,Citan,2013,Minivan,189842.0,1490.0,Diesel,Manual,7250.0,8,23730.25
Renault,Grand Scenic,2012,Minivan,196000.0,1461.0,Diesel,Manual,8100.0,9,21777.777777777777
Toyota,Auris,2017,Hatchback,161000.0,1400.0,Diesel,Manual,10200.0,4,40250.0
Volkswagen,Passat,2004,Sedan,233000.0,1800.0,Petrol,Manual,4200.0,17,13705.882352941177
Toyota,Land Cruiser,2002,SUV,299000.0,4700.0,Metan/Propan,Automatic,15999.0,19,15736.842105263158
Lexus,CT Series,2012,Hatchback,177777.0,1798.0,Hybrid,Automatic,10999.0,9,19753.0
Ford,Fusion,2017,Sedan,106000.0,2000.0,Plug-in Hybrid,Automatic,14500.0,4,26500.0
Vaz,2107,1988,Hatchback,15000.0,1500.0,Petrol,Manual,17000.0,33,454.54545454545456
Volkswagen,Caddy,2011,Combi,223140.0,1600.0,Diesel,Manual,6850.0,10,22314.0
Ford,Mondeo,2015,Universal,179200.0,1499.0,Diesel,Manual,10750.0,6,29866.666666666668
Mitsubishi,Pajero,2006,SUV,155000.0,3497.0,Petrol,Automatic,7600.0,15,10333.333333333334
KIA,Sorento,2017,Crossover,124000.0,2000.0,Diesel,Automatic,20000.0,4,31000.0
Toyota,Avensis,2010,Sedan,220000.0,1800.0,Petrol,Manual,7499.0,11,20000.0
Renault,Kangoo,1999,Minivan,200000.0,1900.0,Diesel,Manual,750.0,22,9090.90909090909
Dacia,Logan Mcv,2011,Universal,202915.0,1598.0,Metan/Propan,Manual,4700.0,10,20291.5
KIA,Ceed Sw,2007,Universal,265000.0,1400.0,Petrol,Manual,5400.0,14,18928.571428571428
Dacia,Logan Mcv,2009,Microvan,176000.0,1500.0,Diesel,Manual,5100.0,12,14666.666666666666
Volkswagen,Caddy,2008,Minivan,165000.0,1600.0,Petrol,Manual,2900.0,13,12692.307692307691
Mercedes,E Class,2015,Sedan,158000.0,300.0,Diesel,Automatic,19000.0,6,26333.333333333332
Skoda,Roomster,2011,Hatchback,212820.0,1200.0,Petrol,Manual,5100.0,10,21282.0
Volvo,XC90,2015,SUV,99500.0,2000.0,Diesel,Automatic,20500.0,6,16583.333333333332
Audi,Q5,2009,Crossover,188000.0,2000.0,Petrol,Automatic,11000.0,12,15666.666666666666
Opel,Vectra,1993,Sedan,228000.0,1798.0,Petrol,Manual,1600.0,28,8142.857142857143
Hyundai,Tucson,2016,SUV,207000.0,2000.0,Diesel,Automatic,18750.0,5,41400.0
Toyota,Rav 4,2013,SUV,82000.0,2000.0,Petrol,Automatic,17450.0,8,10250.0
Toyota,Rav 4,2007,SUV,150000.0,2400.0,Petrol,Automatic,7800.0,14,10714.285714285714
Skoda,Octavia,2010,Universal,234000.0,1400.0,Petrol,Manual,5500.0,11,21272.727272727272
Skoda,Octavia,2010,Universal,160000.0,1400.0,Petrol,Manual,6700.0,11,14545.454545454546
Audi,A6,2001,Universal,463480.0,2500.0,Diesel,Manual,1650.0,20,23174.0
Porsche,Cayenne,2012,SUV,180000.0,3000.0,Diesel,Automatic,31500.0,9,20000.0
Opel,Corsa,2012,Combi,130000.0,1300.0,Diesel,Manual,5500.0,9,14444.444444444445
Seat,Ibiza,2011,Minivan,178000.0,1200.0,Diesel,Manual,4850.0,10,17800.0
Mercedes,C Class,2004,Sedan,270000.0,1800.0,Metan/Propan,Manual,5800.0,17,15882.35294117647
Opel,Astra,2008,Universal,211000.0,1300.0,Diesel,Manual,4650.0,13,16230.76923076923
Dacia,Duster,2012,Crossover,210000.0,1597.0,Metan/Propan,Manual,7500.0,9,23333.333333333332
Audi,A8,2014,Sedan,110000.0,3000.0,Diesel,Automatic,27000.0,7,15714.285714285714
Volkswagen,Caravelle,2005,Minivan,100000.0,2500.0,Diesel,Manual,9299.0,16,6250.0
Mercedes,E Class,2013,Sedan,123460.0,2200.0,Diesel,Automatic,20500.0,8,15432.5
Nissan,Sunny,1994,Hatchback,280000.0,1400.0,Petrol,Manual,750.0,27,10370.37037037037
Hyundai,Santa FE,2008,Crossover,220000.0,2200.0,Diesel,Automatic,9500.0,13,16923.076923076922
Mercedes,M Class,2007,Crossover,200000.0,3500.0,Metan/Propan,Automatic,13000.0,14,14285.714285714286
Land Rover,Range Rover,2007,SUV,335000.0,3600.0,Diesel,Automatic,7000.0,14,23928.571428571428
